,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
1156,13516,21,4,1685.26,4,3,3,433,Loyal Customer,0
1157,13517,60,3,2128.42,3,2,3,323,Others,0
1158,13518,86,1,627.16,3,1,2,312,Others,0
1159,13519,78,2,343.21,3,2,2,322,Others,0
1160,13520,59,11,6606.0,3,4,4,344,Loyal Customer,0
1161,13521,1,3,1071.73,4,2,3,423,Others,0
1162,13522,30,1,125.8,3,1,1,311,Others,0
1163,13523,33,6,4534.57,3,3,4,334,Loyal Customer,0
1164,13524,41,5,680.1800000000001,3,3,2,332,Loyal Customer,0
1165,13525,15,2,628.78,4,2,2,422,Others,0
1166,13526,738,2,1182.0,1,2,3,123,Lost Customer,1
1167,13527,34,12,4541.29,3,4,4,344,Loyal Customer,0
1168,13529,79,2,307.76,3,2,1,321,Others,0
1169,13530,634,1,402.98,1,1,2,112,Lost Customer,1
1170,13531,205,6,1433.07,2,3,3,233,At Risk,0
1171,13532,34,1,210.31,3,1,1,311,Others,0
1172,13533,183,3,269.09,2,2,1,221,Lost Customer,0
1173,13534,2,35,7720.900000000001,4,4,4,444,Champion,0
1174,13535,403,1,89.5,1,1,1,111,Lost Customer,1
1175,13536,1,7,3444.39,4,3,4,434,Loyal Customer,0
1176,13537,426,2,717.85,1,2,2,122,Lost Customer,1
1177,13538,43,12,3103.13,3,4,4,344,Loyal Customer,0
1178,13539,86,7,1569.36,3,3,3,333,Loyal Customer,0
1179,13540,467,3,632.39,1,2,2,122,Lost Customer,1
1180,13541,427,2,785.25,1,2,2,122,Lost Customer,1
1181,13542,377,17,3959.49,2,4,4,244,Big Spender,1
1182,13543,634,2,1439.61,1,2,3,123,Lost Customer,1
1183,13544,40,6,790.2,3,3,2,332,Loyal Customer,0
1184,13545,391,2,364.93,1,2,2,122,Lost Customer,1
1185,13546,12,5,1086.24,4,3,3,433,Loyal Customer,0
1186,13547,408,1,167.08,1,1,1,111,Lost Customer,1
1187,13548,96,3,901.44,3,2,3,323,Others,0
1188,13549,26,8,1005.8,4,4,3,443,Loyal Customer,0
1189,13550,383,1,342.55,1,1,2,112,Lost Customer,1
1190,13551,319,2,244.2,2,2,1,221,Lost Customer,1
1191,13552,66,22,6948.92,3,4,4,344,Loyal Customer,0
1192,13553,675,1,499.6,1,1,2,112,Lost Customer,1
1193,13554,380,7,1629.35,2,3,3,233,At Risk,1
1194,13555,74,13,8891.84,3,4,4,344,Loyal Customer,0
1195,13556,429,2,200.82,1,2,1,121,Lost Customer,1
1196,13557,28,13,3032.26,3,4,4,344,Loyal Customer,0
1197,13558,6,4,594.52,4,3,2,432,Loyal Customer,0
1198,13559,513,2,990.0,1,2,3,123,Lost Customer,1
1199,13560,7,1,171.42000000000002,4,1,1,411,Others,0
1200,13561,216,11,1803.4,2,4,3,243,At Risk,0
1201,13562,82,8,4838.18,3,4,4,344,Loyal Customer,0
1202,13563,84,2,777.53,3,2,2,322,Others,0
1203,13564,144,37,16498.97,2,4,4,244,Big Spender,0
1204,13565,19,3,414.8,4,2,2,422,Others,0
1205,13566,41,5,1688.6,3,3,3,333,Loyal Customer,0
1206,13567,428,4,1079.29,1,3,3,133,At Risk,1
1207,13568,173,1,187.05,2,1,1,211,Lost Customer,0
1208,13569,17,4,726.54,4,3,2,432,Loyal Customer,0
1209,13570,243,1,239.49,2,1,1,211,Lost Customer,0
1210,13571,13,26,4537.26,4,4,4,444,Champion,0
1211,13572,206,1,1384.25,2,1,3,213,Lost Customer,0
1212,13573,50,6,904.52,3,3,3,333,Loyal Customer,0
1213,13574,411,1,404.45,1,1,2,112,Lost Customer,1
1214,13575,23,5,732.07,4,3,2,432,Loyal Customer,0
1215,13576,10,28,11202.59,4,4,4,444,Champion,0
1216,13577,25,11,3489.28,4,4,4,444,Champion,0
1217,13578,409,1,147.66,1,1,1,111,Lost Customer,1
1218,13579,15,5,1374.34,4,3,3,433,Loyal Customer,0
1219,13580,406,1,107.75,1,1,1,111,Lost Customer,1
1220,13581,309,2,280.53000000000003,2,2,1,221,Lost Customer,1
1221,13582,390,2,241.68,1,2,1,121,Lost Customer,1
1222,13583,156,2,1445.031,2,2,3,223,Lost Customer,0
1223,13584,307,3,385.7,2,2,2,222,Lost Customer,1
1224,13585,531,3,684.54,1,2,2,122,Lost Customer,1
1225,13586,541,1,127.28,1,1,1,111,Lost Customer,1
1226,13587,64,4,1673.5,3,3,3,333,Loyal Customer,0
1227,13588,16,9,2478.95,4,4,4,444,Champion,0
1228,13589,15,6,1120.74,4,3,3,433,Loyal Customer,0
1229,13590,11,18,6336.04,4,4,4,444,Champion,0
1230,13591,65,7,2093.94,3,3,3,333,Loyal Customer,0
1231,13592,36,4,247.96,3,3,1,331,Loyal Customer,0
1232,13593,108,14,5493.29,2,4,4,244,Big Spender,0
1233,13594,53,2,533.32,3,2,2,322,Others,0
1234,13595,517,3,784.48,1,2,2,122,Lost Customer,1
1235,13596,6,2,664.11,4,2,2,422,Others,0
1236,13597,400,2,396.71,1,2,2,122,Lost Customer,1
1237,13598,47,5,761.96,3,3,2,332,Loyal Customer,0
1238,13599,1,33,9811.04,4,4,4,444,Champion,0
1239,13600,312,2,518.42,2,2,2,222,Lost Customer,1
1240,13601,45,4,1159.99,3,3,3,333,Loyal Customer,0
1241,13602,65,4,1025.17,3,3,3,333,Loyal Customer,0
1242,13603,26,1,164.34,4,1,1,411,Others,0
1243,13604,659,1,717.62,1,1,2,112,Lost Customer,1
1244,13605,387,2,522.67,1,2,2,122,Lost Customer,1
1245,13606,29,3,276.75,3,2,1,321,Others,0
1246,13607,40,2,1075.81,3,2,3,323,Others,0
1247,13608,541,1,232.05,1,1,1,111,Lost Customer,1
1248,13609,593,1,167.35,1,1,1,111,Lost Customer,1
1249,13610,12,14,2103.71,4,4,3,443,Loyal Customer,0
1250,13611,89,10,3297.9300000000003,3,4,4,344,Loyal Customer,0
1251,13612,633,1,818.29,1,1,2,112,Lost Customer,1
1252,13613,453,5,1039.85,1,3,3,133,At Risk,1
1253,13614,24,6,2332.74,4,3,4,434,Loyal Customer,0
1254,13615,319,8,6272.53,2,4,4,244,Big Spender,1
1255,13616,568,2,283.85,1,2,1,121,Lost Customer,1
1256,13617,40,8,1278.75,3,4,3,343,Loyal Customer,0
1257,13618,174,1,177.34,2,1,1,211,Lost Customer,0
1258,13619,545,2,224.94,1,2,1,121,Lost Customer,1
1259,13620,528,1,112.34,1,1,1,111,Lost Customer,1
1260,13621,117,1,213.85,2,1,1,211,Lost Customer,0
1261,13622,696,1,658.95,1,1,2,112,Lost Customer,1
1262,13623,31,10,2533.06,3,4,4,344,Loyal Customer,0
1263,13624,388,1,462.08,1,1,2,112,Lost Customer,1
1264,13625,597,1,301.26,1,1,1,111,Lost Customer,1
1265,13626,253,2,707.04,2,2,2,222,Lost Customer,0
1266,13627,59,7,2245.9,3,3,3,333,Loyal Customer,0
1267,13628,676,1,310.14,1,1,1,111,Lost Customer,1
1268,13629,23,19,13370.86,4,4,4,444,Champion,0
1269,13630,5,7,2031.78,4,3,3,433,Loyal Customer,0
1270,13631,100,11,3070.42,2,4,4,244,Big Spender,0
1271,13632,25,8,3645.81,4,4,4,444,Champion,0
1272,13634,33,16,5033.77,3,4,4,344,Loyal Customer,0
1273,13635,68,4,2999.16,3,3,4,334,Loyal Customer,0
1274,13636,37,5,949.12,3,3,3,333,Loyal Customer,0
1275,13637,52,3,804.3,3,2,2,322,Others,0
1276,13638,16,1,122.64,4,1,1,411,Others,0
1277,13639,74,2,1346.27,3,2,3,323,Others,0
1278,13640,611,1,405.0,1,1,2,112,Lost Customer,1
1279,13641,641,5,1016.47,1,3,3,133,At Risk,1
1280,13642,216,4,472.2,2,3,2,232,At Risk,0
1281,13643,31,10,2156.77,3,4,3,343,Loyal Customer,0
1282,13644,16,4,2624.26,4,3,4,434,Loyal Customer,0
1283,13645,120,1,252.1,2,1,1,211,Lost Customer,0
1284,13646,400,2,326.25,1,2,1,121,Lost Customer,1
1285,13647,10,8,3041.68,4,4,4,444,Champion,0
1286,13648,400,8,1764.02,1,4,3,143,At Risk,1
1287,13649,257,6,1453.68,2,3,3,233,At Risk,0
1288,13650,17,10,3288.0,4,4,4,444,Champion,0
1289,13651,35,3,226.85,3,2,1,321,Others,0
1290,13652,46,5,2262.05,3,3,4,334,Loyal Customer,0
1291,13653,488,1,152.2,1,1,1,111,Lost Customer,1
1292,13654,43,11,6308.0,3,4,4,344,Loyal Customer,0
1293,13655,114,6,2280.51,2,3,4,234,Big Spender,0
1294,13656,165,4,1078.85,2,3,3,233,At Risk,0
1295,13657,11,2,382.14,4,2,2,422,Others,0
1296,13658,10,9,6025.5,4,4,4,444,Champion,0
1297,13659,206,12,4884.68,2,4,4,244,Big Spender,0
1298,13660,400,1,306.64,1,1,1,111,Lost Customer,1
1299,13661,603,1,325.24,1,1,1,111,Lost Customer,1
1300,13662,86,11,2233.61,3,4,3,343,Loyal Customer,0
1301,13663,179,5,2047.51,2,3,3,233,At Risk,0
1302,13665,386,3,1711.66,1,2,3,123,Lost Customer,1
1303,13666,60,5,127.9,3,3,1,331,Loyal Customer,0
1304,13667,149,1,299.05,2,1,1,211,Lost Customer,0
1305,13668,3,35,12948.48,4,4,4,444,Champion,0
1306,13669,51,3,413.55,3,2,2,322,Others,0
1307,13670,75,1,349.7,3,1,2,312,Others,0
1308,13671,395,1,172.6,1,1,1,111,Lost Customer,1
1309,13672,301,3,419.92,2,2,2,222,Lost Customer,1
1310,13673,19,2,387.44,4,2,2,422,Others,0
1311,13674,433,1,240.68,1,1,1,111,Lost Customer,1
1312,13675,151,2,486.8200000000001,2,2,2,222,Lost Customer,0
1313,13676,539,2,243.9,1,2,1,121,Lost Customer,1
1314,13677,405,2,551.24,1,2,2,122,Lost Customer,1
1315,13678,152,1,232.6,2,1,1,211,Lost Customer,0
1316,13679,494,3,281.26,1,2,1,121,Lost Customer,1
1317,13680,1,12,11419.67,4,4,4,444,Champion,0
1318,13681,18,4,827.83,4,3,2,432,Loyal Customer,0
1319,13682,187,1,59.5,2,1,1,211,Lost Customer,0
1320,13683,458,1,258.6,1,1,1,111,Lost Customer,1
1321,13684,286,4,594.88,2,3,2,232,At Risk,1
1322,13685,3,7,3119.44,4,3,4,434,Loyal Customer,0
1323,13686,183,3,409.04,2,2,2,222,Lost Customer,0
1324,13687,438,1,11880.84,1,1,4,114,Big Spender,1
1325,13688,635,1,375.5,1,1,2,112,Lost Customer,1
1326,13689,63,2,1259.5,3,2,3,323,Others,0
1327,13690,59,1,172.25,3,1,1,311,Others,0
1328,13691,396,1,212.78,1,1,1,111,Lost Customer,1
1329,13692,25,5,3114.4,4,3,4,434,Loyal Customer,0
1330,13693,374,9,2011.82,2,4,3,243,At Risk,1
1331,13694,4,143,195640.69,4,4,4,444,Champion,3
1332,13695,31,16,2770.73,3,4,4,344,Loyal Customer,0
1333,13696,422,3,2020.4,1,2,3,123,Lost Customer,1
1334,13697,39,1,151.3,3,1,1,311,Others,0
1335,13698,597,2,451.73,1,2,2,122,Lost Customer,1
1336,13699,155,2,764.15,2,2,2,222,Lost Customer,0
1337,13700,26,13,2596.9700000000003,4,4,4,444,Champion,0
1338,13701,447,1,161.0,1,1,1,111,Lost Customer,1
1339,13702,446,1,135.18,1,1,1,111,Lost Customer,1
1340,13703,318,2,425.56,2,2,2,222,Lost Customer,1
1341,13704,5,9,2308.06,4,4,4,444,Champion,0
1342,13705,8,7,1717.19,4,3,3,433,Loyal Customer,0
1343,13706,303,2,631.1700000000001,2,2,2,222,Lost Customer,1
1344,13707,267,5,3365.86,2,3,4,234,Big Spender,0
1345,13708,271,1,285.33,2,1,1,211,Lost Customer,1
1346,13709,4,18,7571.35,4,4,4,444,Champion,0
1347,13710,32,3,509.52,3,2,2,322,Others,0
1348,13711,219,9,1792.26,2,4,3,243,At Risk,0
1349,13712,247,2,766.42,2,2,2,222,Lost Customer,0
1350,13713,408,3,740.76,1,2,2,122,Lost Customer,1
1351,13714,465,1,161.35,1,1,1,111,Lost Customer,1
1352,13715,281,17,8153.04,2,4,4,244,Big Spender,0
1353,13716,269,1,138.28,2,1,1,211,Lost Customer,1
1354,13717,32,8,1763.3,3,4,3,343,Loyal Customer,0
1355,13718,246,2,306.55,2,2,1,221,Lost Customer,0
1356,13719,15,11,2783.08,4,4,4,444,Champion,0
1357,13720,117,4,799.9,2,3,2,232,At Risk,0
1358,13721,36,2,741.54,3,2,2,322,Others,0
1359,13722,132,10,5635.41,2,4,4,244,Big Spender,0
1360,13723,217,6,1194.08,2,3,3,233,At Risk,0
1361,13724,637,1,213.01,1,1,1,111,Lost Customer,1
1362,13725,50,8,1980.56,3,4,3,343,Loyal Customer,0
1363,13726,39,2,1079.66,3,2,3,323,Others,0
1364,13727,29,8,1074.15,3,4,3,343,Loyal Customer,0
1365,13728,37,16,2855.17,3,4,4,344,Loyal Customer,0
1366,13729,436,3,724.73,1,2,2,122,Lost Customer,1
1367,13730,136,2,752.6,2,2,2,222,Lost Customer,0
1368,13731,219,2,610.59,2,2,2,222,Lost Customer,0
1369,13732,28,1,491.86,3,1,2,312,Others,0
1370,13733,411,2,487.03,1,2,2,122,Lost Customer,1
1371,13734,509,4,6695.6900000000005,1,3,4,134,Big Spender,1
1372,13735,25,13,9762.77,4,4,4,444,Champion,0
1373,13736,5,7,2752.47,4,3,4,434,Loyal Customer,0
1374,13737,200,1,339.6,2,1,1,211,Lost Customer,0
1375,13738,396,1,434.78,1,1,2,112,Lost Customer,1
1376,13739,18,2,292.2,4,2,1,421,Others,0
1377,13740,241,5,1582.77,2,3,3,233,At Risk,0
1378,13741,72,3,668.4300000000001,3,2,2,322,Others,0
1379,13742,17,12,3107.87,4,4,4,444,Champion,0
1380,13743,3,7,1341.6,4,3,3,433,Loyal Customer,0
1381,13744,95,2,1080.52,3,2,3,323,Others,0
1382,13745,162,2,777.36,2,2,2,222,Lost Customer,0
1383,13746,414,1,176.69,1,1,1,111,Lost Customer,1
1384,13747,374,2,169.8,2,2,1,221,Lost Customer,1
1385,13748,96,9,2064.35,3,4,3,343,Loyal Customer,0
1386,13750,54,11,3602.18,3,4,4,344,Loyal Customer,0
1387,13751,288,1,296.25,2,1,1,211,Lost Customer,1
1388,13752,124,7,1579.8300000000002,2,3,3,233,At Risk,0
1389,13753,288,4,2094.57,2,3,3,233,At Risk,1
1390,13754,152,3,447.05,2,2,2,222,Lost Customer,0
1391,13755,4,9,2108.06,4,4,3,443,Loyal Customer,0
1392,13756,2,23,8655.95,4,4,4,444,Champion,0
1393,13757,675,1,195.55,1,1,1,111,Lost Customer,1
1394,13758,12,15,8698.13,4,4,4,444,Champion,0
1395,13759,33,2,659.4100000000001,3,2,2,322,Others,0
1396,13760,54,5,1363.64,3,3,3,333,Loyal Customer,0
1397,13761,50,6,1952.17,3,3,3,333,Loyal Customer,0
1398,13762,219,5,2472.48,2,3,4,234,Big Spender,0
1399,13763,63,3,5217.44,3,2,4,324,Big Spender,0
1400,13764,71,6,2919.62,3,3,4,334,Loyal Customer,0
1401,13765,653,1,352.821,1,1,2,112,Lost Customer,1
1402,13766,495,1,190.35,1,1,1,111,Lost Customer,1
1403,13767,2,73,33903.57,4,4,4,444,Champion,3
1404,13768,727,2,875.97,1,2,3,123,Lost Customer,1
1405,13769,2,20,5478.12,4,4,4,444,Champion,0
1406,13770,422,4,785.37,1,3,2,132,At Risk,1
1407,13771,64,9,5728.82,3,4,4,344,Loyal Customer,0
1408,13772,34,8,3100.02,3,4,4,344,Loyal Customer,0
1409,13773,397,2,301.54,1,2,1,121,Lost Customer,1
1410,13774,82,1,345.0,3,1,2,312,Others,0
1411,13775,591,1,1049.66,1,1,3,113,Lost Customer,1
1412,13776,428,2,623.98,1,2,2,122,Lost Customer,1
1413,13777,1,61,49638.26,4,4,4,444,Champion,3
1414,13778,103,4,1124.49,2,3,3,233,At Risk,0
1415,13779,516,1,161.13,1,1,1,111,Lost Customer,1
1416,13780,7,3,732.07,4,2,2,422,Others,0
1417,13781,251,3,778.83,2,2,2,222,Lost Customer,0
1418,13782,13,13,1786.08,4,4,3,443,Loyal Customer,0
1419,13783,488,4,1542.09,1,3,3,133,At Risk,1
1420,13784,10,14,2910.23,4,4,4,444,Champion,0
1421,13785,429,4,542.49,1,3,2,132,At Risk,1
1422,13786,367,6,3127.99,2,3,4,234,Big Spender,1
1423,13787,76,6,1222.5,3,3,3,333,Loyal Customer,0
1424,13788,505,1,3.75,1,1,1,111,Lost Customer,1
1425,13789,388,1,239.46,1,1,1,111,Lost Customer,1
1426,13790,4,1,348.79999999999995,4,1,2,412,Others,0
1427,13791,128,2,1516.0,2,2,3,223,Lost Customer,0
1428,13792,66,3,383.95,3,2,2,322,Others,0
1429,13793,647,1,96.0,1,1,1,111,Lost Customer,1
1430,13794,547,1,126.03,1,1,1,111,Lost Customer,1
1431,13795,388,4,836.3,1,3,2,132,At Risk,1
1432,13796,499,1,289.7,1,1,1,111,Lost Customer,1
1433,13797,437,3,1179.45,1,2,3,123,Lost Customer,1
1434,13798,1,110,75428.87,4,4,4,444,Champion,3
1435,13799,117,9,2803.57,2,4,4,244,Big Spender,0
1436,13800,310,3,1679.56,2,2,3,223,Lost Customer,1
1437,13801,67,1,324.8,3,1,1,311,Others,0
1438,13802,139,19,26259.11,2,4,4,244,Big Spender,0
1439,13803,255,3,1338.91,2,2,3,223,Lost Customer,0
1440,13804,31,9,3161.12,3,4,4,344,Loyal Customer,0
1441,13805,52,2,924.6,3,2,3,323,Others,0
1442,13806,64,1,256.38,3,1,1,311,Others,0
1443,13807,367,3,422.2,2,2,2,222,Lost Customer,1
1444,13808,6,5,1747.66,4,3,3,433,Loyal Customer,0
1445,13809,305,3,679.6999999999999,2,2,2,222,Lost Customer,1
1446,13810,29,3,1499.01,3,2,3,323,Others,0
1447,13811,184,3,814.5,2,2,2,222,Lost Customer,0
1448,13812,42,3,539.0,3,2,2,322,Others,0
1449,13813,40,8,2765.4700000000003,3,4,4,344,Loyal Customer,0
1450,13814,92,3,2257.32,3,2,4,324,Big Spender,0
1451,13815,22,8,7475.74,4,4,4,444,Champion,0
1452,13816,24,2,571.6700000000001,4,2,2,422,Others,0
1453,13817,29,2,382.98,3,2,2,322,Others,0
1454,13818,430,1,61.28,1,1,1,111,Lost Customer,1
1455,13819,302,6,2642.35,2,3,4,234,Big Spender,1
1456,13820,418,3,652.75,1,2,2,122,Lost Customer,1
1457,13821,145,6,1379.08,2,3,3,233,At Risk,0
1458,13822,6,2,632.0,4,2,2,422,Others,0
1459,13823,19,7,3403.4500000000003,4,3,4,434,Loyal Customer,0
1460,13824,33,12,3314.76,3,4,4,344,Loyal Customer,0
1461,13825,622,2,255.59,1,2,1,121,Lost Customer,1
1462,13826,176,1,189.5,2,1,1,211,Lost Customer,0
1463,13827,58,3,409.8,3,2,2,322,Others,0
1464,13828,22,1,209.49,4,1,1,411,Others,0
1465,13829,421,1,102.0,1,1,1,111,Lost Customer,1
1466,13830,582,1,156.85000000000002,1,1,1,111,Lost Customer,1
1467,13831,16,18,6585.54,4,4,4,444,Champion,0
1468,13832,19,2,609.89,4,2,2,422,Others,0
1469,13833,159,2,700.41,2,2,2,222,Lost Customer,0
1470,13834,577,2,324.19,1,2,1,121,Lost Customer,1
1471,13835,25,7,1095.27,4,3,3,433,Loyal Customer,0
1472,13836,399,2,620.37,1,2,2,122,Lost Customer,1
1473,13837,212,2,266.59000000000003,2,2,1,221,Lost Customer,0
1474,13838,6,10,1690.07,4,4,3,443,Loyal Customer,0
1475,13839,486,1,139.95000000000002,1,1,1,111,Lost Customer,1
1476,13840,416,1,651.4,1,1,2,112,Lost Customer,1
1477,13841,253,1,85.0,2,1,1,211,Lost Customer,1
1478,13842,59,18,5319.34,3,4,4,344,Loyal Customer,0
1479,13843,381,1,319.75,1,1,1,111,Lost Customer,1
1480,13844,11,1,361.62,4,1,2,412,Others,0
1481,13845,65,1,312.98,3,1,1,311,Others,0
1482,13846,25,4,1307.79,4,3,3,433,Loyal Customer,0
1483,13847,720,1,310.72,1,1,1,111,Lost Customer,1
1484,13848,92,8,3015.0,3,4,4,344,Loyal Customer,0
1485,13849,52,5,3469.3,3,3,4,334,Loyal Customer,0
1486,13850,129,1,1595.48,2,1,3,213,Lost Customer,0
1487,13851,96,8,4606.46,3,4,4,344,Loyal Customer,0
1488,13852,611,1,187.35,1,1,1,111,Lost Customer,1
1489,13853,57,1,1090.14,3,1,3,313,Others,0
1490,13854,9,39,11944.56,4,4,4,444,Champion,0
1491,13855,501,4,1310.34,1,3,3,133,At Risk,1
1492,13856,169,11,1142.03,2,4,3,243,At Risk,0
1493,13857,393,6,1001.01,1,3,3,133,At Risk,1
1494,13858,57,1,216.17,3,1,1,311,Others,0
1495,13859,326,2,515.86,2,2,2,222,Lost Customer,1
1496,13860,1,5,1245.9,4,3,3,433,Loyal Customer,0
1497,13861,429,2,273.26,1,2,1,121,Lost Customer,1
1498,13862,18,9,2556.09,4,4,4,444,Champion,0
1499,13863,248,4,1239.55,2,3,3,233,At Risk,0
1500,13864,387,1,662.4000000000001,1,1,2,112,Lost Customer,1
1501,13865,58,4,501.56,3,3,2,332,Loyal Customer,0
1502,13866,74,1,145.67,3,1,1,311,Others,0
1503,13867,31,3,1005.09,3,2,3,323,Others,0
1504,13868,7,2,3192.54,4,2,4,424,Big Spender,0
1505,13869,123,10,7996.87,2,4,4,244,Big Spender,0
1506,13870,2,15,5712.08,4,4,4,444,Champion,0
1507,13871,23,17,7885.85,4,4,4,444,Champion,0
1508,13872,527,3,919.57,1,2,3,123,Lost Customer,1
1509,13873,120,8,1038.92,2,4,3,243,At Risk,0
1510,13874,358,7,2049.15,2,3,3,233,At Risk,1
1511,13875,54,14,4814.37,3,4,4,344,Loyal Customer,0
1512,13876,64,1,122.7,3,1,1,311,Others,0
1513,13877,86,3,449.68,3,2,2,322,Others,0
1514,13878,55,4,2416.9,3,3,4,334,Loyal Customer,0
1515,13879,646,1,395.5,1,1,2,112,Lost Customer,1
1516,13880,21,17,4293.86,4,4,4,444,Champion,0
1517,13881,4,43,45179.1,4,4,4,444,Champion,0
1518,13882,3,5,1191.13,4,3,3,433,Loyal Customer,0
1519,13883,11,15,6560.02,4,4,4,444,Champion,0
1520,13884,7,10,1825.03,4,4,3,443,Loyal Customer,0
1521,13885,189,2,506.8,2,2,2,222,Lost Customer,0
1522,13886,71,1,243.56,3,1,1,311,Others,0
1523,13887,204,1,349.55,2,1,2,212,Lost Customer,0
1524,13888,120,7,2001.59,2,4,3,243,At Risk,0
1525,13889,93,6,1991.23,3,3,3,333,Loyal Customer,0
1526,13890,1,14,2927.38,4,4,4,444,Champion,0
1527,13891,378,3,859.21,2,2,2,222,Lost Customer,1
1528,13892,27,6,1267.65,3,3,3,333,Loyal Customer,0
1529,13893,298,1,821.1,2,1,2,212,Lost Customer,1
1530,13894,24,3,564.62,4,2,2,422,Others,0
1531,13895,28,6,4008.52,3,3,4,334,Loyal Customer,0
1532,13896,626,1,388.55,1,1,2,112,Lost Customer,1
1533,13897,50,3,1160.72,3,2,3,323,Others,0
1534,13898,326,2,686.4,2,2,2,222,Lost Customer,1
1535,13899,16,2,388.52,4,2,2,422,Others,0
1536,13900,183,6,1610.59,2,3,3,233,At Risk,0
1537,13901,72,15,5676.34,3,4,4,344,Loyal Customer,0
1538,13902,632,5,34095.26,1,3,4,134,Big Spender,1
1539,13903,400,1,165.45000000000002,1,1,1,111,Lost Customer,1
1540,13904,37,2,332.64,3,2,1,321,Others,0
1541,13905,733,1,312.65,1,1,1,111,Lost Customer,1
1542,13906,409,1,42.0,1,1,1,111,Lost Customer,1
1543,13907,692,1,136.8,1,1,1,111,Lost Customer,1
1544,13908,80,4,2369.55,3,3,4,334,Loyal Customer,0
1545,13909,423,2,282.85,1,2,1,121,Lost Customer,1
1546,13911,57,20,4234.99,3,4,4,344,Loyal Customer,0
1547,13912,424,1,124.95,1,1,1,111,Lost Customer,1
1548,13913,507,1,42.22,1,1,1,111,Lost Customer,1
1549,13914,12,2,626.45,4,2,2,422,Others,0
1550,13915,394,1,70.80000000000001,1,1,1,111,Lost Customer,1
1551,13916,464,4,1275.81,1,3,3,133,At Risk,1
1552,13917,50,2,272.04,3,2,1,321,Others,0
1553,13918,50,2,1212.84,3,2,3,323,Others,0
1554,13919,59,4,1360.68,3,3,3,333,Loyal Customer,0
1555,13920,432,4,1774.68,1,3,3,133,At Risk,1
1556,13921,402,4,730.7,1,3,2,132,At Risk,1
1557,13922,352,3,865.2,2,2,2,222,Lost Customer,1
1558,13923,54,1,351.13,3,1,2,312,Others,0
1559,13924,2,6,1838.85,4,3,3,433,Loyal Customer,0
1560,13925,93,4,678.25,3,3,2,332,Loyal Customer,0
1561,13926,23,1,223.85,4,1,1,411,Others,0
1562,13927,75,2,708.26,3,2,2,322,Others,0
1563,13928,11,4,464.57,4,3,2,432,Loyal Customer,0
1564,13929,169,11,3494.1,2,4,4,244,Big Spender,0
1565,13930,58,2,337.34,3,2,1,321,Others,0
1566,13931,96,11,5257.38,3,4,4,344,Loyal Customer,0
1567,13932,295,1,307.4,2,1,1,211,Lost Customer,1
1568,13933,109,2,608.79,2,2,2,222,Lost Customer,0
1569,13934,264,1,922.1,2,1,3,213,Lost Customer,1
1570,13935,597,3,6116.92,1,2,4,124,Big Spender,1
1571,13936,180,3,939.66,2,2,3,223,Lost Customer,0
1572,13937,169,2,880.13,2,2,3,223,Lost Customer,0
1573,13938,35,1,71.66,3,1,1,311,Others,0
1574,13939,23,7,1560.96,4,4,3,443,Loyal Customer,0
1575,13940,17,4,839.14,4,3,2,432,Loyal Customer,0
1576,13941,22,15,10027.18,4,4,4,444,Champion,0
1577,13942,535,1,320.0,1,1,1,111,Lost Customer,1
1578,13943,578,1,246.54,1,1,1,111,Lost Customer,1
1579,13944,653,1,200.43,1,1,1,111,Lost Customer,1
1580,13945,395,2,854.1500000000001,1,2,2,122,Lost Customer,1
1581,13946,79,6,1876.23,3,3,3,333,Loyal Customer,0
1582,13947,65,1,90.6,3,1,1,311,Others,0
1583,13948,361,4,548.76,2,3,2,232,At Risk,1
1584,13949,3,6,2427.32,4,3,4,434,Loyal Customer,0
1585,13950,11,4,745.0600000000001,4,3,2,432,Loyal Customer,0
1586,13951,176,3,674.45,2,2,2,222,Lost Customer,0
1587,13952,218,14,12823.521,2,4,4,244,Big Spender,0
1588,13953,7,12,6640.68,4,4,4,444,Champion,0
1589,13954,2,2,439.92,4,2,2,422,Others,0
1590,13955,154,3,544.0699999999999,2,2,2,222,Lost Customer,0
1591,13956,5,5,1019.27,4,3,3,433,Loyal Customer,0
1592,13957,418,3,458.25,1,2,2,122,Lost Customer,1
1593,13958,380,8,4709.2300000000005,2,4,4,244,Big Spender,1
1594,13959,79,6,1064.77,3,3,3,333,Loyal Customer,0
1595,13960,21,2,230.22,4,2,1,421,Others,0
1596,13961,392,1,538.4,1,1,2,112,Lost Customer,1
1597,13962,22,3,362.8,4,2,2,422,Others,0
1598,13963,308,17,2860.57,2,4,4,244,Big Spender,1
1599,13964,387,2,438.9,1,2,2,122,Lost Customer,1
1600,13965,477,3,996.61,1,2,3,123,Lost Customer,1
1601,13966,435,1,384.26,1,1,2,112,Lost Customer,1
1602,13967,146,2,166.3,2,2,1,221,Lost Customer,0
1603,13968,423,1,123.66,1,1,1,111,Lost Customer,1
1604,13969,7,35,12973.46,4,4,4,444,Champion,0
1605,13970,386,2,846.55,1,2,2,122,Lost Customer,1
1606,13971,19,14,4667.57,4,4,4,444,Champion,0
1607,13972,71,2,190.25,3,2,1,321,Others,0
1608,13973,287,1,264.7,2,1,1,211,Lost Customer,1
